Query	Hit	E-value	Coverage (%)	Identity (%)
AT3G57150.1	SPAC29A4.04c	0.0	67	24
AT3G55750.1	SPBC1921.01c	3.25111e-39	91	18
AT3G05230.1	SPAC56F8.11	1.53148e-14	61	12
AT3G25800.1	SPAP8A3.09c	0.0	97	17
AT3G57090.1	SPBC11G11.01	2.37818e-11	64	9
AT3G05530.1	SPAC3A11.12c	0.0	96	23
AT3G57490.1	SPCC576.08c	4.86536e-116	79	23
AT3G25660.1	SPBC646.03	1.19397e-61	85	11
AT3G15460.1	SPBC800.06	7.92973e-73	70	16
AT3G61710.1	SPAC20G8.10c	5.12271e-40	87	10
AT3G21070.2	SPAC3H5.11	1.8217e-63	57	12
AT3G22200.1	SPBC1773.03c	1.51534e-76	84	10
AT3G52940.1	SPBC16G5.18	6.63338e-57	90	12
AT3G12760.1	SPBC839.03c	9.9834e-28	90	11
AT3G18140.1	SPBC21B10.05c	4.28221e-131	99	18
AT3G21280.1	SPAC6G9.08	1.96951e-102	89	13
AT3G10850.1	SPCC13B11.03c	2.88914e-57	94	14
AT3G21060.1	SPAC23H3.05c	8.56936e-49	73	11
AT3G57220.1	SPBC15D4.04	6.34955e-54	82	14
AT3G12530.1	SPBC725.13c	7.74982e-32	79	12
AT3G09630.1	SPBP8B7.03c	4.9323e-151	83	20
AT3G50880.1	SPAPB24D3.04c	4.59482e-36	59	12
AT3G02590.1	SPAC1687.16c	7.23549e-23	66	10
AT3G06580.1	SPBPB2B2.13	1.05648e-65	96	12
AT3G05350.1	SPAC22G7.01c	0.0	88	15
AT3G27000.1	SPAC11H11.06	9.12883e-159	97	17
AT3G19760.1	SPAC1F5.10	0.0	93	23
AT3G53390.1	SPAC12B10.03	9.36187e-49	61	11
AT3G57660.1	SPBC4C3.05c	0.0	98	12
AT3G56990.1	SPCC330.09	3.78435e-127	73	13
AT3G01380.1	SPBC839.08c	1.86963e-177	91	12
AT3G22330.1	SPBP8B7.16c	1.04675e-66	57	13
AT3G05520.1	SPAC12B10.07	1.97409e-19	85	8
AT3G22980.1	SPCC553.08c	0.0	98	13
AT3G18820.1	SPBC405.04c	1.75083e-96	99	21
AT3G57610.1	SPAC144.03	1.63525e-156	86	17
AT3G28730.1	SPBC609.05	8.55906e-81	61	11
AT3G11270.1	SPCC1682.10	3.92289e-104	92	18
AT3G24200.1	SPBC146.12	8.25392e-43	83	9
AT3G28715.1	SPAC17A2.03c	2.90748e-125	96	16
AT3G17390.1	SPBC14F5.05c	1.41684e-162	97	20
AT3G54250.1	SPAC24C9.03	7.34355e-100	99	14
AT3G57000.1	SPAC18G6.07c	3.50975e-59	69	16
AT3G55620.1	SPCC1919.09	5.87165e-132	99	23
AT3G12580.1	SPCC1739.13	0.0	93	25
AT3G02580.1	SPAC1687.16c	9.50859e-23	64	10
AT3G18600.1	SPAC1F7.02c	0.0	81	20
AT3G53110.1	SPBC12C2.06	3.43566e-96	81	13
AT3G19590.1	SPBC16A3.05c	5.14933e-73	94	13
AT3G57060.1	SPBC776.13	7.77861e-87	78	9
AT3G50860.1	SPAC30D11.05	5.62367e-47	91	15
AT3G05060.1	SPAC23G3.06	3.41657e-167	77	19
AT3G10920.1	SPAC1486.01	6.03131e-61	94	17
AT3G18860.1	SPBC887.04c	1.05096e-97	93	10
AT3G15870.1	SPCC1281.06c	2.40559e-37	85	11
AT3G22320.1	SPAC23C4.15	7.38346e-59	96	15
AT3G10960.1	SPBC887.17	4.63871e-133	91	14
AT3G18630.1	SPCC1183.06	4.12841e-58	84	13
AT3G22660.1	SPAC17H9.05	8.39134e-30	80	11
AT3G20790.1	SPAC26H5.09c	1.5e-08	56	9
AT3G27740.1	SPAC22G7.06c	2.51211e-71	91	13
AT3G20800.1	SPAC29B12.06c	6.93528e-120	83	21
AT3G23620.1	SPAC926.08c	4.20292e-55	92	12
AT3G55360.1	SPBC646.07c	2.02675e-41	99	11
AT3G63150.1	SPCC320.04c	1.35075e-84	97	11
AT3G09320.1	SPBC2F12.15c	6.99325e-30	71	10
AT3G02090.1	SPBP23A10.15c	1.46066e-137	82	16
AT3G15080.1	SPBC1604.09c	4.44702e-50	78	15
AT3G51300.1	SPAC110.03	9.14625e-72	86	19
AT3G56190.1	SPAC959.02	4.35469e-52	86	12
AT3G09820.1	SPCC338.14	2.3501e-92	95	14
AT3G51260.1	SPBC106.16	1.53328e-92	83	19
AT3G58560.1	SPCC31H12.08c	3.8637e-51	58	12
AT3G49180.1	SPAC13G7.08c	2.12773e-25	64	10
AT3G51270.1	SPBC1703.05	7.70507e-108	71	15
AT3G46940.1	SPAC644.05c	1.82911e-57	82	23
AT3G60360.1	SPAC18G6.06	9.06887e-30	99	12
AT3G58680.1	SPBC83.17	6.16925e-26	92	14
AT3G23890.1	SPBC1A4.03c	0.0	76	17
AT3G23600.1	SPBC30D10.14	1.22851e-14	78	9
AT3G03500.1	SPAC688.13	3.97004e-17	74	12
AT3G55380.1	SPBC1105.09	1.8439e-67	87	21
AT3G21540.1	SPBC3D6.12	9.68739e-171	96	11
AT3G55400.1	SPAC27E2.06c	3.29915e-94	77	12
AT3G02080.1	SPBC649.02	1.65634e-51	93	18
AT3G46560.1	SPCC24B10.05	3.46311e-21	82	14
AT3G19980.1	SPCC1739.12	8.4155e-164	99	22
AT3G58490.1	SPAC823.11	1.58569e-29	89	9
AT3G58500.1	SPBC16H5.07c	0.0	97	26
AT3G21720.1	SPBC1683.11c	6.94882e-84	87	11
AT3G18524.1	SPBC19G7.01c	8.16122e-180	89	13
AT3G15020.1	SPCC306.08c	5.19639e-101	98	17
AT3G20000.1	SPBC27B12.13	1.75606e-23	93	9
AT3G19940.1	SPBC4B4.08	1.58356e-47	90	9
AT3G54610.1	SPAC1952.05	1.55403e-93	61	14
AT3G05120.1	SPAC1039.03	1.50856e-19	59	9
AT3G16840.1	SPBC4F6.07c	8.04059e-87	64	11
AT3G13900.1	SPBC887.12	0.0	89	13
AT3G54560.1	SPBC11B10.10c	1.82515e-53	78	24
AT3G19170.1	SPBC119.17	2.22825e-124	86	10
AT3G21620.1	SPAC2G11.09	8.95142e-39	78	8
AT3G25100.1	SPAC17D4.02	1.92164e-62	98	10
AT3G18520.1	SPBC800.03	3.03381e-79	61	15
AT3G26410.1	SPBC16D10.02	1.24618e-63	83	11
AT3G15140.1	SPBC30B4.08	4.33682e-13	54	9
AT3G08860.1	SPAC1039.07c	8.13095e-59	82	11
AT3G02280.1	SPAC1296.06	9.87916e-104	99	11
AT3G06483.1	SPAC644.11c	7.23651e-78	70	16
AT3G01610.1	SPBC16E9.10c	4.90028e-173	71	16
AT3G15150.1	SPAC16A10.06c	2.57344e-10	65	10
AT3G02320.1	SPBC25D12.05	3.08801e-111	89	12
AT3G21350.1	SPAC1002.15c	9.84899e-22	58	12
AT3G22110.1	SPAC13C5.01c	1.26643e-97	97	19
AT3G59520.1	SPCC790.03	5.62608e-13	70	9
AT3G21390.1	SPBC12D12.05c	2.42958e-36	92	9
AT3G23940.1	SPAC17G8.06c	0.0	91	21
AT3G56740.1	SPAC1486.02c	8.82586e-09	78	7
AT3G02660.1	SPCC576.06c	7.88126e-68	63	13
AT3G59500.1	SPBC25H2.06c	1.88524e-27	78	11
AT3G23325.1	SPBC211.05	1.06513e-24	89	15
AT3G48560.1	SPBP35G2.07	1.46946e-160	84	15
AT3G23340.1	SPBC3H7.15	3.56182e-158	65	24
AT3G27060.1	SPBC25D12.04	4.86607e-142	98	21
AT3G17465.1	SPAC644.17c	2.70105e-57	63	16
AT3G26560.1	SPAC10F6.02c	0.0	82	19
AT3G06540.1	SPAC22H10.12c	8.13441e-20	76	8
AT3G12740.1	SPBC11B10.07c	9.19987e-61	90	13
AT3G23990.1	SPAC12G12.04	0.0	96	19
AT3G13445.1	SPAC29E6.08	1.73212e-113	94	27
AT3G18480.1	SPCC364.04c	9.46549e-29	89	8
AT3G16810.1	SPCP1E11.11	9.06474e-46	81	8
AT3G03960.1	SPBC337.05c	1.82513e-162	93	15
AT3G04480.1	SPBC577.12	6.1218e-102	69	13
AT3G56640.1	SPCC1183.01	1.10274e-31	95	7
AT3G44110.1	SPBC1734.11	4.46931e-100	96	14
AT3G57290.1	SPBC646.09c	4.10245e-102	82	15
AT3G59540.1	SPBC577.02	4.42288e-24	98	20
AT3G15090.1	SPBC16A3.02c	1.59219e-19	81	9
AT3G10220.1	SPAC13D6.05	1.80251e-22	88	10
AT3G44100.1	SPAPB8E5.04c	2.67971e-10	75	11
AT3G10050.1	SPBC1677.03c	1.16578e-132	81	16
AT3G03420.1	SPCC320.12	7.70196e-38	81	12
AT3G10530.1	SPAC959.03c	1.90446e-113	78	14
AT3G58730.1	SPCC965.03	1.14844e-57	78	16
AT3G52090.1	SPAC3A12.07	1.04927e-26	89	15
AT3G18130.1	SPAC6B12.15	2.18695e-137	99	19
AT3G54470.1	SPCC330.05c	1.35448e-76	54	16
AT3G57330.1	SPAPB2B4.04c	0.0	84	14
AT3G55630.3	SPBC1709.17	1.71465e-69	77	12
AT3G27280.1	SPAC1782.06c	9.81822e-100	95	19
AT3G22480.1	SPAC227.10	1.83506e-19	74	11
AT3G57050.2	SPCC11E10.01	5.95469e-125	83	17
AT3G47810.3	SPAC15E1.06	9.86903e-60	95	15
AT3G44110.2	SPBC1734.11	3.14423e-90	90	15
AT3G57140.2	SPAC1A6.05c	1.16617e-63	57	11
AT3G01790.2	SPBC16G5.04	2.00166e-28	57	15
AT3G04680.2	SPAC22H10.05c	1.10456e-65	94	12
AT3G07750.2	SPCC757.08	8.37633e-22	96	8
AT3G57340.2	SPBC17A3.05c	8.32657e-27	57	11
AT3G01850.2	SPAC31G5.05c	4.95072e-80	99	18
AT3G07140.2	SPBC1604.15	7.13517e-57	90	9
AT3G63480.2	SPAC1834.07	6.05329e-87	71	15
AT3G05090.2	SPAC31A2.14	5.64399e-53	68	10
AT3G25900.1	SPAC57A7.07c	2.2787e-17	92	7
AT3G20650.2	SPCC330.10	2.51953e-74	83	14
AT3G45100.2	SPBC3D6.07	7.47714e-159	93	18
AT3G11940.2	SPAC328.10c	2.99095e-102	98	22
AT3G02090.2	SPBP23A10.15c	4.32375e-126	76	16
AT3G08720.2	SPCC24B10.07	8.27562e-99	68	16
AT3G59970.3	SPAC56F8.10	7.90218e-170	99	14
AT3G62120.2	SPBC19C7.06	0.0	94	20
AT3G56310.1	SPAC869.07c	3.81186e-92	84	14
AT3G45770.1	SPAC26F1.04c	5.92434e-60	90	12
AT3G01090.2	SPCC74.03c	1.83056e-129	78	17
AT3G01340.2	SPBC215.15	3.98185e-87	93	16
AT3G06700.3	SPBC776.01	3.61714e-16	95	18
AT3G15660.2	SPAPB2B4.02	8.12764e-32	59	15
AT3G21110.2	SPBC409.10	5.10567e-42	66	12
AT3G47630.2	SPBC1A4.06c	7.87358e-38	58	13
AT3G49010.3	SPAC664.05	3.73716e-61	85	18
AT3G56510.2	SPBC28E12.05	1.09992e-44	56	16
AT3G58130.2	SPAPB2B4.01c	1.40674e-46	88	12
AT3G07300.2	SPAC343.14c	1.83576e-71	98	12
AT3G09630.2	SPBP8B7.03c	5.36138e-151	83	20
AT3G26020.2	SPCC188.02	9.9382e-147	81	17
AT3G26680.3	SPAC22A12.01c	2.18242e-73	70	13
AT3G58510.3	SPCC1795.11	3.92355e-171	68	19
AT3G55490.1	SPAC227.16c	4.41457e-14	56	11
AT3G04600.3	SPAC2F7.13c	5.61411e-147	93	18
AT3G14150.2	SPAPB1A11.03	3.78166e-60	96	12
AT3G18850.5	SPBC428.14	9.22626e-40	66	10
AT3G25840.2	SPCC777.14	4.12118e-127	63	16
AT3G27300.3	SPAC3A12.18	1.87619e-148	92	15
AT3G45590.2	SPAPB17E12.07c	1.18778e-14	66	11
AT3G53890.2	SPBC18E5.06	4.23085e-27	85	19
AT3G55280.2	SPBC106.18	6.78068e-39	80	19
AT3G05560.3	SPAC11E3.15	7.55865e-25	84	18
AT3G27380.2	SPAC140.01	3.33791e-119	90	21
AT3G61113.1	SPCC548.04	7.01564e-14	52	18
AT3G17205.2	SPAC167.07c	7.79372e-106	52	12
AT3G61620.2	SPAC3G9.10c	5.5189e-52	96	13
AT3G01090.3	SPCC74.03c	9.14099e-130	82	17
AT3G06450.2	SPBC543.05c	8.4198e-42	81	7
AT3G54670.3	SPBC29A10.04	8.98694e-121	65	11
AT3G13340.2	SPBC2A9.03	6.76707e-35	83	9
AT3G05480.3	SPAC664.07c	8.6014e-11	66	7
AT3G60750.2	SPBC2G5.05	0.0	89	16
AT3G13235.3	SPAC56F8.08	4.28504e-67	60	15
AT3G08690.2	SPBC119.02	2.00336e-92	98	27
AT3G58610.3	SPBC56F2.12	6.24014e-41	57	11
AT3G56150.2	SPAC4A8.16c	3.44679e-153	83	12
AT3G63130.2	SPAC22E12.07	3.75098e-14	52	10
AT3G52140.2	SPBC530.06c	1.39292e-104	69	10
AT3G62290.3	SPBC4F6.18c	1.89276e-119	98	28
AT3G63460.3	SPBC8D2.20c	1.46419e-79	84	9
AT3G60820.3	SPAC22F8.06	4.95349e-53	97	12
AT3G59990.4	SPBC14C8.03	0.0	82	21
AT3G05870.2	SPAC343.03	1.32368e-32	94	19
AT3G12990.3	SPCC757.08	1.41034e-62	89	14
AT3G12520.2	SPAC869.05c	7.86622e-58	81	10
AT4G22350.1	SPBC577.07	3.48664e-103	83	14
AT4G37560.1	SPAC869.04	2.74624e-147	91	17
AT4G22570.1	SPAC23A1.03	2.70212e-49	94	15
AT4G09800.1	SPCC1259.01c	1.21291e-69	99	24
AT4G17260.1	SPAC186.08c	6.37682e-73	92	11
AT4G10040.1	SPCC191.07	7.36985e-45	92	19
AT4G35860.1	SPAC9E9.07c	1.3068e-68	90	16
AT4G18040.1	SPBC1709.18	5.19347e-35	73	12
AT4G31290.1	SPBC31F10.03	1.133e-24	80	12
AT4G17300.1	SPBC1198.10c	1.19106e-95	80	13
AT4G27180.1	SPAC664.10	1.07922e-120	63	16
AT4G22310.1	SPAC24B11.09	3.66622e-27	83	15
AT4G22300.1	SPAC8E11.04c	4.83155e-31	74	10
AT4G27585.1	SPBC16G5.07c	4.25086e-101	69	17
AT4G05420.1	SPAC17H9.10c	2.93488e-129	99	9
AT4G23460.1	SPBC947.02	0.0	65	16
AT4G05440.1	SPAP27G11.03	2.23581e-45	92	11
AT4G14910.1	SPBC21H7.07c	1.22839e-43	69	14
AT4G17170.1	SPAC18G6.03	4.47851e-67	80	18
AT4G14800.1	SPAC31A2.04c	1.52903e-52	94	14
AT4G37190.1	SPAC30C2.06c	2.0171e-17	57	8
AT4G24830.1	SPBC428.05c	5.36404e-106	78	14
AT4G37280.1	SPAC23H4.12	7.16864e-43	84	12
AT4G23430.1	SPCC736.13	3.38193e-39	89	12
AT4G24960.1	SPCC830.08c	8.50725e-19	79	11
AT4G08870.1	SPAPB24D3.03	2.36941e-19	90	9
AT4G17910.1	SPAC144.10c	7.03337e-56	74	12
AT4G16440.1	SPCC1450.10c	8.92009e-85	95	13
AT4G15093.1	SPBC1709.16c	1.8023e-21	91	10
AT4G08790.1	SPBC651.02	1.78017e-66	84	13
AT4G15000.1	SPBC685.07c	4.67706e-41	99	16
AT4G10050.1	SPBP4H10.17c	2.35273e-66	82	13
AT4G27090.1	SPAC1805.13	1.16237e-30	81	16
AT4G26550.1	SPAC1527.02	5.56671e-19	77	11
AT4G35335.1	SPCC1795.03	3.60964e-31	86	11
AT4G26390.1	SPAC4H3.10c	3.04134e-126	95	14
AT4G07410.1	SPBC19F5.02c	1.15361e-36	83	7
AT4G01880.1	SPAC1805.03c	1.22334e-37	90	10
AT4G19110.1	SPAC3C7.06c	1.26751e-71	60	14
AT4G39520.1	SPAC9.07c	1.22666e-162	99	20
AT4G26720.1	SPBC26H8.05c	1.61643e-154	99	22
AT4G27070.1	SPAC19A8.15	1.73263e-152	82	19
AT4G21520.1	SPCC1020.09	1.7283e-36	70	10
AT4G18460.1	SPAC8C9.05	2.43881e-35	97	14
AT4G18465.1	SPAC10F6.02c	0.0	93	15
AT4G19130.1	SPBC660.13c	8.77009e-98	85	10
AT4G19210.1	SPBC14F5.06	0.0	99	21
AT4G03240.1	SPCC1183.03c	4.02742e-21	51	13
AT4G26600.1	SPBP8B7.20c	7.81575e-169	54	21
AT4G31490.1	SPBC146.14c	0.0	97	13
AT4G31460.1	SPBC14C8.10	1.47492e-13	55	11
AT4G18230.1	SPAC5D6.06c	1.12349e-35	75	15
AT4G22150.1	SPAC343.09	3.28644e-29	70	13
AT4G18100.1	SPAC3H5.10	1.93351e-48	91	19
AT4G35800.1	SPBC28F2.12	0.0	82	18
AT4G28510.1	SPCC1322.16	1.84503e-104	83	19
AT4G32530.1	SPAC2C4.13	8.13711e-49	93	16
AT4G28390.1	SPBC530.10c	4.78812e-153	81	24
AT4G26230.1	SPAC890.08	1.08949e-21	50	19
AT4G31750.1	SPCC4F11.02	9.10662e-44	75	12
AT4G12740.1	SPAC26A3.02	2.91094e-52	57	11
AT4G31770.1	SPAC17A5.02c	7.12936e-80	58	16
AT4G28370.1	SPBC947.10	1.37346e-30	60	10
AT4G03430.1	SPBC6B1.07	0.0	90	14
AT4G26300.1	SPBC25B2.09c	7.72139e-53	72	10
AT4G35410.2	SPAP27G11.06c	1.48622e-64	98	18
AT4G35490.1	SPAC1486.07c	1.86716e-34	71	16
AT4G35650.1	SPAC11G7.03	4.35403e-102	94	17
AT4G26180.1	SPAC17H9.08	1.3703e-53	88	13
AT4G39280.1	SPAC3G9.06	3.97493e-162	93	17
AT4G28450.1	SPBC1A4.07c	1.19762e-131	98	14
AT4G35630.1	SPAC1F12.07	9.0764e-85	84	13
AT4G30800.1	SPAC144.11	5.8453e-62	90	20
AT4G13780.1	SPBC17A3.04c	0.0	72	18
AT4G36020.1	SPAC13D6.02c	3.70391e-21	65	12
AT4G36130.1	SPBC2F12.07c	6.34915e-121	96	22
AT4G13940.1	SPBC8D2.18c	1.94183e-180	97	19
AT4G09550.1	SPAC9G1.15c	2.27494e-11	88	12
AT4G33865.1	SPBC1685.09	8.24308e-22	98	21
AT4G28950.1	SPAC110.03	2.58719e-69	80	18
AT4G25540.1	SPAC8F11.03	2.37413e-160	84	10
AT4G27340.1	SPAPB18E9.01	1.10668e-76	50	15
AT4G29040.1	SPBC4.07c	0.0	92	24
AT4G13720.1	SPCC830.10	3.64962e-56	83	15
AT4G33760.1	SPCC736.06	3.78043e-100	86	12
AT4G12590.1	SPBC1711.03	2.27124e-55	94	13
AT4G09140.1	SPBC1703.04	1.84433e-106	96	11
AT4G34110.1	SPAC57A7.04c	2.74099e-147	62	18
AT4G34210.1	SPBC409.05	7.86777e-49	94	17
AT4G08960.1	SPAC1782.05	1.39724e-86	73	15
AT4G14320.1	SPAC15E1.03	3.92339e-46	98	24
AT4G14000.1	SPAC1071.05	3.14498e-20	63	13
AT4G09320.1	SPAC806.07	1.45226e-58	87	18
AT4G39220.1	SPAC22E12.05c	6.88544e-42	86	15
AT4G02485.1	SPAP8A3.02c	5.8254e-21	81	10
AT4G34270.1	SPCC4B3.16	7.43075e-21	88	10
AT4G08900.1	SPAPB24D3.03	6.29307e-23	80	10
AT4G38630.1	SPAC637.10c	2.74018e-54	60	15
AT4G01370.1	SPAC31G5.09c	3.08183e-122	84	18
AT4G21010.1	SPCC1672.08c	4.37285e-17	73	10
AT4G20870.1	SPAC19G12.08	2.12288e-39	92	13
AT4G26100.1	SPBC3H7.15	4.85799e-173	64	25
AT4G27270.1	SPAC3C7.14c	1.1379e-49	91	17
AT4G19880.1	SPCC1281.07c	6.94474e-84	92	14
AT4G02620.1	SPBC3B9.18c	5.18667e-31	85	15
AT4G20850.1	SPAP8A3.12c	0.0	86	11
AT4G01320.1	SPAC3H1.05	1.92055e-96	97	13
AT4G01310.1	SPBC2F12.02c	1.04557e-20	60	11
AT4G26110.1	SPCC364.06	3.22102e-46	73	13
AT4G21100.1	SPAC17H9.10c	1.78979e-129	99	9
AT4G00100.1	SPAC6F6.07c	6.12084e-85	99	25
AT4G14540.1	SPAC23C11.08	2.9082e-42	53	23
AT4G21130.1	SPAC2E1P5.05	8.10923e-61	84	11
AT4G21110.1	SPBC24C6.11	1.52738e-55	99	19
AT4G19610.1	SPBP22H7.02c	7.41194e-97	61	12
AT4G04350.1	SPAC4G8.09	2.67472e-168	90	12
AT4G01560.1	SPAC4F8.04	6.96881e-68	75	15
AT4G17510.1	SPAC27F1.03c	6.46246e-34	93	12
AT4G01660.1	SPBC2D10.18	2.48188e-115	68	14
AT4G25110.1	SPCC1840.04	4.00039e-55	58	13
AT4G20760.1	SPCC663.09c	1.00112e-29	84	10
AT4G29210.1	SPAC664.09	2.82163e-112	75	13
AT4G04080.1	SPAC227.13c	6.40703e-63	81	21
AT4G25860.1	SPCC23B6.01c	1.06091e-31	87	10
AT4G20100.1	SPAC17C9.10	2.37163e-12	84	9
AT4G25840.1	SPCC1020.07	5.36363e-40	64	14
AT4G33650.1	SPBC12C2.08	2.05917e-174	88	13
AT4G31150.1	SPAC1F12.06c	5.38164e-43	87	12
AT4G31120.1	SPBC16H5.11c	8.0095e-115	93	12
AT4G02580.1	SPAC11E3.12	3.34702e-14	64	10
AT4G29130.1	SPAC24H6.04	1.59803e-85	87	11
AT4G38890.1	SPAC16.04	5.47485e-119	93	12
AT4G29170.1	SPAC13A11.03	1.47984e-33	88	13
AT4G22910.1	SPAC144.13c	3.47695e-132	87	16
AT4G17640.1	SPAC1851.03	2.27594e-78	65	19
AT4G17650.1	SPCC16A11.07	3.28231e-12	55	9
AT4G12130.1	SPAC21E11.07	6.11057e-20	89	8
AT4G12090.1	SPAC2C4.05	7.96356e-15	79	10
AT4G22930.1	SPAC16.03c	4.95179e-71	90	14
AT4G29380.1	SPBC119.07	1.10771e-113	55	11
AT4G01100.1	SPAPB17E12.12c	6.72731e-51	86	12
AT4G17770.1	SPAC328.03	1.04622e-114	56	12
AT4G00590.1	SPAC823.09c	7.75355e-28	80	10
AT4G19006.1	SPAC607.05	5.8143e-52	93	10
AT4G13170.1	SPAC23A1.11	2.33413e-70	91	17
AT4G13430.1	SPAC9E9.03	9.34589e-59	81	12
AT4G10770.1	SPAC29B12.10c	7.30548e-159	89	12
AT4G15940.1	SPBC21C3.09c	3.87396e-56	90	15
AT4G15930.1	SPAC926.07c	2.60987e-39	67	22
AT4G04930.1	SPBC3B8.07c	2.22243e-96	93	15
AT4G34910.1	SPCC1494.06c	1.66001e-109	81	13
AT4G27640.1	SPBC14F5.03c	6.09139e-83	95	8
AT4G07950.1	SPAC22A12.05	5.16122e-22	98	13
AT4G29860.1	SPAC1006.02	1.39917e-21	96	9
AT4G04940.1	SPCC1672.07	3.6476e-174	95	12
AT4G39830.1	SPAC1F7.08	2.23416e-55	94	9
AT4G02230.1	SPCC1682.14	4.05199e-61	75	22
AT4G34670.1	SPAC22H12.04c	1.69236e-104	85	21
AT4G33260.1	SPAC821.08c	1.1086e-110	90	15
AT4G04910.1	SPAC1834.11c	0.0	92	15
AT4G04880.1	SPBC1683.02	1.12403e-10	95	8
AT4G37930.1	SPAC18G6.04c	0.0	87	21
AT4G11640.1	SPCC320.14	4.76482e-65	92	13
AT4G37880.1	SPBC29A3.03c	8.4256e-56	77	12
AT4G29830.1	SPBC32F12.02	1.01396e-24	89	8
AT4G32175.1	SPAC22A12.12c	1.19187e-41	86	13
AT4G02900.1	SPAC2G11.09	3.90054e-39	74	8
AT4G32140.1	SPBC405.03c	7.03714e-21	61	12
AT4G21710.1	SPAC23G3.01	0.0	97	21
AT4G11330.1	SPAC31G5.09c	5.69836e-123	77	19
AT4G27690.1	SPAC4G9.13c	5.12439e-102	98	16
AT4G15900.1	SPBP22H7.07	2.38071e-160	70	20
AT4G29810.1	SPAC1D4.13	2.18331e-63	71	13
AT4G11420.1	SPBC17D11.05	4.88208e-114	57	12
AT4G34450.1	SPAC57A7.10c	0.0	98	15
AT4G33090.1	SPBC1921.05	1.71046e-172	98	12
AT4G02860.1	SPBPB21E7.07	7.35529e-19	90	9
AT4G34490.1	SPCC306.09c	1.02074e-43	88	9
AT4G33100.1	SPBC119.18	1.00713e-07	65	10
AT4G11600.1	SPBC32F12.03c	1.63263e-51	66	16
AT4G11120.1	SPBC800.07c	1.66022e-16	62	10
AT4G24040.1	SPBC660.07	3.2427e-26	62	10
AT4G32830.1	SPCC320.13c	7.07602e-116	87	20
AT4G31985.1	SPCC663.04	6.88903e-23	98	24
AT4G15470.1	SPCC576.04	2.9636e-38	99	11
AT4G23920.1	SPBC365.14c	9.57017e-129	94	18
AT4G29910.1	SPBC646.14c	4.53033e-16	90	8
AT4G16630.1	SPAC30D11.03	1.42691e-135	55	16
AT4G26970.1	SPAC24C9.06c	5.2826e-52	74	10
AT4G10450.1	SPCC613.06	7.13962e-62	96	17
AT4G10710.1	SPBP8B7.19	0.0	86	12
AT4G34880.1	SPAC869.01	1.87398e-70	91	12
AT4G38495.1	SPAC222.04c	4.46888e-19	77	13
AT4G34720.1	SPAC1B3.14	6.96792e-33	80	20
AT4G27650.1	SPCC18B5.06	4.06238e-93	97	12
AT4G24220.1	SPCC757.02c	6.74604e-37	92	9
AT4G26870.1	SPCC1223.07c	2.28186e-146	89	16
AT4G32930.1	SPBC2D10.03c	1.64752e-21	97	11
AT4G30260.1	SPAC644.13c	2.66716e-23	67	10
AT4G34620.1	SPBC354.06	1.21404e-23	77	16
AT4G30190.1	SPCC1020.01c	2.37662e-137	86	13
AT4G18905.1	SPBC1711.16	3.44804e-77	76	13
AT4G10320.1	SPBC8D2.06	0.0	89	17
AT4G16720.1	SPAC1783.08c	1.49968e-84	99	23
AT4G29690.1	SPBC725.05c	8.56693e-74	84	12
AT4G21580.1	SPBC1773.06c	4.86029e-30	96	10
AT4G32360.1	SPBC3B8.01c	5.70592e-92	97	12
AT4G10250.1	SPBC3E7.02c	5.28901e-09	52	10
AT4G02840.1	SPAC27D7.07c	2.79813e-45	77	25
AT4G16700.1	SPBC16E9.18	3.00893e-70	72	14
AT4G02930.1	SPBC9B6.04c	4.12156e-166	86	20
AT4G27940.1	SPBP23A10.06	1.04785e-24	84	9
AT4G03115.1	SPAC139.02c	1.43025e-28	86	10
AT4G39940.1	SPAC1782.11	9.78897e-69	67	18
AT4G21540.1	SPAC4A8.07c	6.44196e-46	67	11
AT4G27680.1	SPCC24B10.10c	4.21782e-86	75	15
AT4G24630.1	SPBC3H7.09	4.15241e-37	69	12
AT4G02080.1	SPBC31F10.06c	1.09638e-70	98	22
AT4G30220.1	SPBC3E7.14	2.88836e-34	82	24
AT4G15850.1	SPCC285.03	3.96124e-66	92	12
AT4G26910.3	SPBC776.15c	2.43895e-111	98	16
AT4G34640.1	SPBC646.05c	4.89871e-89	77	15
AT4G11810.1	SPCC757.11c	1.7318e-15	52	8
AT4G04860.1	SPAC1687.17c	2.30107e-19	78	9
AT4G15770.1	SPCC320.11c	2.26867e-70	99	16
AT4G26900.1	SPBC418.01c	0.0	89	18
AT4G16770.1	SPCC1494.01	9.13293e-28	82	10
AT4G02070.1	SPCC285.16c	1.90035e-170	73	11
AT4G29510.1	SPAC890.07c	4.68652e-130	79	18
AT4G11160.1	SPBC1271.15c	5.64075e-120	73	12
AT4G11150.1	SPAC11E3.07	9.1679e-27	98	11
AT4G24160.1	SPAC6G10.03c	3.07564e-45	67	12
AT4G16420.2	SPCC24B10.08c	7.4772e-47	89	10
AT4G22720.2	SPBC16D10.03	1.35592e-163	95	21
AT4G30210.2	SPBC29A10.01	1.23353e-79	84	11
AT4G31790.2	SPCC576.14	5.61597e-107	99	18
AT4G09760.1	SPAC13G7.12c	5.48942e-32	83	10
AT4G16710.2	SPAC56E4.02c	2.34908e-27	87	12
AT4G11820.2	SPAC4F8.14c	1.47832e-128	97	14
