Query	Hit	E-value	Coverage (%)	Identity (%)
SPAC29E6.06c	AT2G31170.1 	2.07606e-62	55	34
SPAC29E6.08	AT3G13445.1 	2.63421e-112	82	82
SPAC16.01	AT4G28950.1 	9.13578e-52	86	47
SPAC16.03c	AT4G22930.1 	2.68376e-70	98	44
SPAC16.04	AT4G38890.1 	2.56119e-117	99	40
SPAC9E9.03	AT4G13430.1 	9.75891e-52	58	34
SPAC9E9.07c	AT5G59840.1 	1.06429e-94	87	75
SPAC9E9.09c	AT3G48000.1 	2.20193e-171	93	53
SPAC9E9.11	AT1G60680.1 	1.66449e-53	95	36
SPAC9E9.12c	AT1G30420.1 	1.776e-151	86	30
SPAC9E9.13	AT3G03773.1 	1.41746e-12	66	37
SPAC9E9.14	AT5G22950.1 	3.24282e-24	59	35
SPAC17C9.10	AT4G20100.1 	3.47366e-18	92	30
SPAC17C9.09c	AT1G61570.1 	3.65375e-15	85	41
SPAC17C9.07	AT2G44660.1 	8.21479e-110	95	44
SPAC17C9.06	AT3G11070.1 	3.65803e-19	94	26
SPAC1851.03	AT4G17640.1 	1.53997e-70	78	57
SPAC27D7.06	AT1G50940.1 	3.76867e-79	92	42
SPAC27D7.07c	AT4G02840.1 	1.70103e-44	77	75
SPAC27D7.08c	AT2G21070.2 	3.6261e-43	64	38
SPAC27D7.14c	AT2G06210.1 	2.24652e-42	78	25
SPAC637.05c	AT1G76030.1 	0.0	94	75
SPAC637.07	AT4G20980.4 	2.17866e-103	68	45
SPAC637.08	AT5G50960.1 	1.19403e-126	90	61
SPAC637.09	AT5G25800.1 	4.54142e-63	78	32
SPAC637.10c	AT4G38630.1 	7.89504e-60	85	48
SPAC637.11	AT5G39840.1 	2.02293e-105	61	42
SPAC637.12c	AT5G64610.1 	4.90636e-102	84	41
SPAC12B10.03	AT3G53390.1 	2.55184e-48	65	33
SPAC12B10.05	AT1G09300.1 	3.51714e-92	95	35
SPAC12B10.07	AT3G05520.1 	4.65658e-20	92	30
SPAC12B10.08c	AT3G24560.2 	1.48945e-20	60	31
SPAC12B10.09	AT1G34065.1 	7.27001e-46	77	38
SPAC12B10.12c	AT5G16630.2 	2.58099e-27	62	29
SPAC12B10.13	AT1G61150.5 	7.29412e-27	87	35
SPAC12B10.15c	AT2G39440.1 	5.151e-09	76	30
SPAC1093.02	AT5G49970.1 	4.80855e-44	85	46
SPAC1093.03	AT1G17340.1 	6.88788e-91	64	38
SPAC1093.04c	AT1G22660.2 	4.23137e-49	51	42
SPAC1093.05	AT5G54910.1 	5.05134e-172	94	43
SPAC30C2.02	AT3G58180.1 	1.23279e-72	92	44
SPAC30C2.05	AT3G12180.1 	3.41092e-13	97	30
SPAC30C2.06c	AT4G37190.1 	7.27999e-17	66	26
SPAC1635.01	AT5G15090.2 	1.82215e-14	98	27
SPAC144.03	AT3G57610.1 	6.31105e-153	96	52
SPAC144.04c	AT5G11880.1 	4.35612e-12	82	29
SPAC144.06	AT1G48760.3 	3.312e-93	78	33
SPAC144.07c	AT5G22370.2 	1.31121e-82	82	46
SPAC144.08	AT5G06410.1 	7.46131e-18	65	36
SPAC144.09c	AT1G72050.2 	1.92856e-21	70	30
SPAC144.10c	AT4G17910.1 	4.5116e-55	73	36
SPAC144.11	AT4G30800.1 	8.31878e-62	89	66
SPAC144.12	AT2G01290.1 	3.03552e-35	83	40
SPAC144.13c	AT4G22910.1 	4.46174e-129	82	44
SPAC144.14	AT5G47820.2 	1.73422e-32	70	32
SPAC144.17c	AT1G07110.1 	7.89382e-39	83	31
SPAC144.16	AT1G68310.2 	3.72339e-39	67	52
SPAC144.18	AT2G13650.3 	4.38509e-43	91	31
SPAC1834.01	AT1G12920.1 	0.0	100	63
SPAC1834.03c	AT5G59970.1 	1.46245e-49	79	87
SPAC1834.04	AT5G65360.1 	1.74342e-78	100	90
SPAC1834.05	AT1G16900.1 	1.35269e-82	94	35
SPAC1834.06c	AT5G47540.1 	4.14465e-71	100	40
SPAC1834.07	AT3G63480.2 	4.3748e-86	58	46
SPAC1834.11c	AT4G04910.1 	0.0	89	45
SPAC17D4.01	AT1G29260.1 	1.33468e-51	99	32
SPAC17D4.02	AT3G25100.1 	1.23e-63	98	30
SPAC17D4.04	AT2G22400.1 	1.74324e-106	95	35
SPAC458.05	AT1G60490.1 	1.10816e-162	92	44
SPAC458.06	AT3G56440.1 	2.10793e-46	75	34
SPAPYUG7.04c	AT3G16980.1 	6.476e-31	99	48
SPAPYUG7.05	AT5G14800.1 	1.58393e-44	97	33
SPAPYUG7.06	AT1G80690.1 	4.93808e-34	65	46
SPAC1782.01	AT2G26780.1 	4.19682e-71	88	25
SPAC1782.05	AT4G08960.1 	2.35633e-83	82	45
SPAC1782.06c	AT3G27280.1 	1.44713e-106	91	57
SPAC1782.10c	AT5G08180.2 	9.45822e-28	50	57
SPAC1782.12c	AT2G04900.1 	2.77431e-11	95	32
SPAC1782.11	AT4G39940.1 	4.08869e-68	96	54
SPAC11H11.03c	AT2G26280.1 	1.98002e-11	70	37
SPAC11H11.06	AT3G27000.1 	2.85136e-149	97	53
SPAC22F8.05	AT1G16980.1 	3.38711e-91	65	32
SPAC22F8.06	AT3G60820.3 	7.88246e-53	99	38
SPAC22F8.08	AT3G07100.1 	2.97182e-122	78	34
SPAC22F8.11	AT5G58690.1 	5.70324e-43	57	28
SPAC20G4.01	AT5G02270.1 	1.31393e-38	84	48
SPAC20G4.05c	AT5G13030.1 	7.97577e-96	99	36
SPAC20G4.06c	AT2G31200.1 	4.10169e-35	97	45
SPAC20G4.07c	AT1G50430.1 	2.60538e-33	84	27
SPAC4F10.02	AT5G04710.1 	1.59802e-148	97	47
SPAC4F10.03c	AT5G01230.1 	1.82771e-116	100	59
SPAC4F10.04	AT4G08960.1 	5.19949e-72	90	42
SPAC4F10.05c	AT1G04640.2 	5.14485e-35	91	40
SPAC4F10.09c	AT1G72440.1 	3.31107e-67	51	34
SPAC4F10.14c	AT1G17880.1 	5.72675e-27	97	40
SPAC4F10.16c	AT3G13900.1 	0.0	73	38
SPAC4F10.20	AT1G77370.1 	4.37552e-18	79	38
SPAC19B12.01	AT5G17270.1 	1.68948e-52	83	27
SPAC19B12.04	AT5G56670.1 	1.23176e-10	100	63
SPAC19B12.08	AT2G44140.2 	8.45657e-36	86	37
SPAC19B12.11c	AT2G36930.1 	9.65879e-11	83	34
SPAPB8E5.02c	AT5G09900.2 	6.14137e-92	93	39
SPAPB8E5.04c	AT3G44100.1 	1.59906e-09	66	30
SPAPB8E5.06c	AT1G43170.8 	1.28398e-172	99	64
SPAPB8E5.07c	AT2G34357.1 	2.10183e-54	51	28
SPAPB8E5.09	AT5G22330.1 	0.0	98	68
SPAC1B3.01c	AT5G40870.1 	3.73089e-73	95	53
SPAC1B3.02c	AT5G46030.1 	2.85146e-17	74	50
SPAC1B3.03c	AT2G15790.1 	2.98271e-61	93	43
SPAC1B3.04c	AT5G39900.1 	0.0	95	49
SPAC1B3.06c	AT1G73600.1 	1.06001e-07	55	30
SPAC1B3.07c	AT4G05000.2 	1.23929e-26	88	29
SPAC1B3.08	AT2G19560.1 	3.19067e-31	71	28
SPAC1B3.11c	AT4G17170.1 	1.05009e-55	82	45
SPAC1B3.12c	AT1G61700.1 	2.08739e-34	95	73
SPAC1B3.14	AT4G34720.1 	3.11492e-37	98	58
SPAC1952.01	AT1G63110.1 	3.95449e-24	82	32
SPAC1952.03	AT3G62940.1 	6.20062e-22	92	28
SPAC1952.05	AT3G54610.1 	1.42593e-104	73	45
SPAC1952.06c	AT3G02710.1 	3.55744e-64	78	33
SPAC1952.11c	AT1G67550.1 	0.0	100	59
SPAC890.04c	AT5G15550.1 	5.44793e-40	96	30
SPAC890.07c	AT4G29510.1 	1.99198e-129	91	55
SPAC890.08	AT4G26230.1 	4.0484e-24	63	55
SPAC22E12.01	AT1G06470.2 	7.08016e-46	83	36
SPAC22E12.03c	AT1G53280.1 	1.20073e-13	90	29
SPAC22E12.05c	AT4G39220.1 	1.79678e-56	94	46
SPAC22E12.07	AT3G63130.2 	5.18055e-13	69	29
SPAC22E12.10c	AT5G56090.1 	9.76081e-77	57	43
SPAC22E12.13c	AT2G44860.2 	4.82541e-53	84	49
SPAC22E12.14c	AT3G08720.2 	4.88429e-82	51	45
SPAC22E12.16c	AT5G64070.1 	3.06963e-75	62	35
SPAC1006.01	AT5G19660.1 	3.17909e-13	52	33
SPAC1006.02	AT4G29860.1 	9.32191e-19	99	28
SPAC1006.07	AT1G72730.1 	0.0	97	71
SPAC1250.05	AT1G77940.1 	9.57055e-49	88	67
SPAC1250.03	AT3G08690.2 	3.03382e-46	94	44
SPAC1250.01	AT3G06010.1 	0.0	59	48
SPAC29A4.20	AT5G50320.1 	0.0	98	70
SPAC29A4.19c	AT5G23630.1 	1.87681e-56	62	28
SPAC29A4.18	AT5G58230.1 	2.25531e-97	92	42
SPAC29A4.15	AT5G27470.1 	5.66636e-176	99	56
SPAC29A4.13	AT1G21840.1 	1.03631e-12	94	27
SPAC29A4.08c	AT2G33340.3 	8.88106e-42	83	30
SPAC29A4.05	AT5G37780.1 	2.7725e-38	97	47
SPAC29A4.04c	AT3G57150.1 	0.0	81	73
SPAC29A4.02c	AT1G57720.2 	2.73239e-40	88	32
SPAC26F1.14c	AT5G03630.1 	6.77183e-32	65	31
SPAC26F1.13c	AT1G09620.1 	0.0	94	46
SPAC26F1.12c	AT1G14300.1 	1.11e-12	73	25
SPAC26F1.07	AT2G37790.1 	5.51519e-63	87	44
SPAC26F1.06	AT1G22170.1 	1.43714e-55	97	47
SPAC26F1.04c	AT3G45770.1 	6.80207e-68	96	38
SPAC26F1.03	AT1G59900.1 	4.19162e-132	83	55
SPAPJ691.02	AT2G40110.2 	8.27224e-22	77	40
SPAC19D5.03	AT2G45620.1 	1.38483e-46	80	32
SPAC19D5.05c	AT5G15750.1 	6.6532e-58	92	47
SPAC19D5.06c	AT4G17620.3 	1.02841e-13	88	27
SPAC19D5.07	AT1G80600.1 	7.31202e-16	69	24
SPAC14C4.02c	AT5G15920.1 	2.51258e-45	62	26
SPAC14C4.03	AT3G20410.1 	9.06416e-48	62	36
SPAC14C4.13	AT5G66130.1 	2.78007e-21	58	24
SPAC14C4.14	AT2G07698.1 	0.0	93	66
SPAC2H10.02c	AT5G57950.1 	2.20825e-21	83	33
SPAC11E3.01c	AT3G12810.1 	0.0	56	51
SPAC11E3.04c	AT1G78870.2 	1.05426e-72	97	68
SPAC11E3.07	AT4G11150.1 	5.4768e-26	95	35
SPAC11E3.09	AT1G71860.3 	1.51669e-32	78	34
SPAC11E3.12	AT4G02580.1 	1.28759e-13	93	34
SPAC11E3.15	AT3G05560.3 	2.05981e-22	98	53
SPAP8A3.02c	AT4G02485.1 	3.51015e-20	78	34
SPAP8A3.03	AT1G68100.1 	7.0591e-22	66	34
SPAP8A3.06	AT5G42820.1 	3.99418e-69	82	56
SPAP8A3.08	AT5G21274.1 	7.46549e-33	97	44
SPAP8A3.09c	AT3G25800.1 	0.0	98	51
SPAP8A3.11c	AT1G07615.1 	8.19073e-40	52	43
SPAP8A3.12c	AT4G20850.1 	0.0	88	35
SPAC4D7.01c	AT1G01960.1 	0.0	90	31
SPAC4D7.02c	AT1G71340.1 	2.20786e-11	78	27
SPAC4D7.04c	AT5G58782.1 	6.59268e-43	88	38
SPAC4D7.05	AT2G46290.1 	1.57278e-103	99	45
SPAC4D7.08c	AT2G16570.1 	5.12722e-71	89	34
SPAC4D7.09	AT5G19485.1 	7.04109e-37	89	28
SPAC4D7.12c	AT4G12790.5 	1.86798e-87	92	48
SPAC4D7.13	AT1G44910.1 	3.46988e-34	59	26
SPAC3G6.01	AT2G13370.1 	0.0	83	39
SPAC3G6.05	AT4G14305.1 	2.57652e-17	90	31
SPAC3G6.06c	AT5G26680.2 	2.40665e-134	89	53
SPAC3G6.08	AT1G49880.1 	5.06524e-21	50	39
SPAC3G6.09c	AT4G17770.1 	4.9096e-101	70	33
SPAC3G6.11	AT1G79890.1 	8.20335e-122	74	36
SPAC29B12.04	AT5G01410.1 	4.87397e-135	97	75
SPAC29B12.05c	AT5G64150.1 	1.03578e-12	66	29
SPAC29B12.06c	AT3G20800.1 	5.93884e-115	92	64
SPAC29B12.10c	AT4G10770.1 	1.15e-154	81	37
SPAC29B12.14c	AT5G03555.1 	1.52611e-56	73	33
SPAC1039.01	AT2G01170.1 	7.42057e-58	86	32
SPAC1039.03	AT3G05120.1 	9.03824e-19	60	29
SPAC1039.07c	AT3G08860.1 	1.51455e-53	90	33
SPAC1039.08	AT1G55920.1 	3.11385e-52	88	41
SPAC1039.09	AT3G03720.1 	1.04382e-09	67	23
SPAC1039.10	AT3G20390.1 	5.18691e-26	87	40
SPAC1039.11c	AT1G68560.1 	3.66632e-141	87	32
SPAC922.03	AT1G48420.1 	5.59795e-34	93	34
SPAC922.05c	AT1G18010.1 	9.65645e-95	87	39
SPAC922.06	AT1G24360.1 	3.45768e-29	91	36
SPAC922.07c	AT1G23800.1 	1.98538e-144	93	47
SPAC869.08	AT5G50240.3 	6.69143e-64	90	49
SPAC869.07c	AT3G56310.1 	9.96174e-92	77	45
SPAC869.05c	AT5G13550.1 	5.84435e-63	72	30
SPAC869.04	AT4G37560.1 	1.51101e-146	96	54
SPAC869.03c	AT5G45380.1 	3.34227e-117	97	38
SPAC869.01	AT4G34880.1 	1.68189e-69	87	32
SPAC186.02c	AT4G34200.1 	1.40367e-39	70	38
SPAC186.05c	AT5G36290.2 	1.35811e-24	81	30
SPAC186.07c	AT4G34200.1 	1.78234e-28	72	36
SPAC186.08c	AT4G17260.1 	4.42994e-66	89	36
SPAC186.09	AT5G01330.1 	9.81893e-160	97	45
SPAC750.01	AT1G04690.1 	8.77132e-29	85	32
SPAC750.08c	AT5G25880.1 	9.39343e-31	83	35
SPBC1348.09	AT5G10050.1 	1.64134e-23	69	33
SPBC1348.14c	AT3G19940.1 	4.21518e-47	88	28
SPBPB8B6.02c	AT5G45380.1 	1.16219e-90	87	38
SPBPB8B6.03	AT5G07360.1 	8.64572e-15	61	25
SPBPB21E7.01c	AT2G36530.1 	2.03521e-155	97	57
SPBPB21E7.02c	AT5G64460.8 	8.96968e-13	87	34
SPBPB21E7.07	AT4G02860.1 	4.34624e-17	78	30
SPBC359.05	AT3G62700.1 	0.0	89	35
SPBC1683.01	AT2G38940.1 	7.35854e-80	87	36
SPBC1683.02	AT4G04880.1 	8.85062e-09	93	26
SPBC1683.05	AT5G03555.1 	8.82561e-33	83	25
SPBC1683.06c	AT2G36310.1 	4.56154e-67	88	40
SPBC1683.08	AT5G23270.1 	1.03497e-47	85	29
SPBC1683.09c	AT4G25090.2 	8.58198e-11	66	24
SPBC1683.10c	AT3G43660.1 	3.37182e-18	89	33
SPBC1683.11c	AT3G21720.1 	1.29894e-96	93	35
SPBC1683.12	AT4G00370.1 	3.5314e-08	85	24
SPBC1198.01	AT5G63620.1 	2.65306e-25	88	27
SPBC1198.05	AT2G41880.1 	7.92679e-53	86	47
SPBC1198.10c	AT4G17300.1 	8.68919e-106	95	45
SPBC1198.09	AT5G25760.2 	5.8422e-49	96	47
SPBC1198.13c	AT1G75510.1 	1.11913e-20	76	32
SPBC1198.12	AT4G22910.1 	8.52213e-130	98	48
SPBC1198.14c	AT1G43670.1 	1.71616e-101	98	48
SPBC660.07	AT4G24040.1 	2.21092e-25	56	29
SPBC660.10	AT1G62750.1 	1.42014e-117	93	32
SPBC660.11	AT2G23350.1 	2.80073e-10	71	28
SPBC660.12c	AT5G26600.1 	5.34979e-18	86	26
SPBC660.13c	AT4G19130.1 	1.85851e-100	99	34
SPBC660.16	AT5G41670.2 	4.40598e-151	92	52
SPBC31E1.02c	AT1G07670.1 	3.39352e-124	87	37
SPBC31E1.03	AT5G42300.1 	7.48727e-35	100	69
SPBC31E1.04	AT5G46860.1 	1.22389e-16	86	30
SPBC800.03	AT3G18520.1 	8.56086e-82	51	45
SPBC800.05c	AT1G50010.1 	0.0	96	72
SPBC800.06	AT3G15460.1 	1.88518e-69	85	43
SPBC800.07c	AT4G11120.1 	7.4779e-16	87	29
SPBC800.08	AT2G45730.1 	1.52255e-22	91	27
SPBC1773.02c	AT3G26060.2 	1.02569e-20	74	34
SPBC1773.03c	AT3G22200.1 	8.37288e-76	94	32
SPBC1773.04	AT1G09480.1 	3.437e-27	97	29
SPBC1773.05c	AT5G51970.2 	7.96254e-73	89	41
SPBC1773.06c	AT4G21580.1 	1.39139e-23	94	28
SPBC1773.07c	AT5G58590.1 	1.20102e-35	60	49
SPBC1773.10c	AT4G17300.1 	4.03814e-40	73	29
SPBC1773.11c	AT1G54320.1 	6.80313e-53	91	36
SPBC1773.14	AT5G10920.1 	2.71374e-125	96	43
SPBC1773.17c	AT1G17745.1 	1.39955e-41	73	33
SPBP26C9.02c	AT4G08870.1 	4.59237e-10	56	28
SPBC1271.15c	AT4G11160.1 	1.06486e-113	81	38
SPBC1271.14	AT2G37500.2 	2.76954e-79	92	39
SPBC1271.13	AT5G09770.1 	7.32104e-25	60	43
SPBC1271.12	AT5G02100.1 	6.37562e-13	68	24
SPBC1271.11	AT4G39460.2 	1.30616e-29	94	34
SPBC1271.09	AT2G32830.1 	7.25024e-23	66	27
SPBC1271.04c	AT5G05920.1 	7.25562e-145	98	58
SPBC1271.03c	AT4G26190.1 	1.07121e-08	80	27
SPBC1271.02	AT1G34130.1 	0.0	94	49
SPBC106.02c	AT1G31170.2 	6.34473e-08	82	30
SPBC106.04	AT2G38280.2 	0.0	71	53
SPBC106.06	AT3G18190.1 	0.0	98	62
SPBC106.10	AT3G08720.2 	1.43336e-71	57	40
SPBC106.13	AT3G55070.1 	8.93418e-40	95	27
SPBC106.14c	AT1G13160.1 	4.02702e-49	95	31
SPBC106.15	AT5G16440.1 	2.90716e-69	90	53
SPBC106.16	AT3G51260.1 	6.27651e-93	88	56
SPBC106.18	AT3G55280.2 	1.47603e-40	88	57
SPBC582.03	AT1G20610.1 	5.96266e-54	51	37
SPBC582.07c	AT4G24820.2 	1.96083e-108	91	44
SPBC582.08	AT1G72330.1 	1.42356e-144	94	45
SPBC582.10c	AT5G43530.1 	4.2298e-96	66	40
SPBC428.02c	AT5G65780.1 	1.12411e-61	86	35
SPBC428.03c	AT1G09870.1 	6.87483e-24	83	27
SPBC428.05c	AT4G24830.1 	1.90639e-104	97	43
SPBC428.11	AT3G57050.2 	2.16053e-48	85	33
SPBC428.12c	AT1G13690.1 	6.11649e-14	89	40
SPBC428.14	AT3G18850.5 	4.61017e-39	69	30
SPBC428.13c	AT5G45550.1 	3.11767e-89	100	54
SPBC428.16c	AT1G05810.1 	5.56331e-27	92	39
SPBC428.19c	AT2G47990.1 	6.98806e-69	95	31
SPBC428.20c	AT5G06680.1 	1.27825e-89	95	29
SPBC902.05c	AT5G03290.1 	6.42188e-136	87	57
SPBC1685.02c	AT2G32060.2 	7.15042e-35	76	46
SPBC1685.03	AT3G15710.1 	5.5987e-42	92	42
SPBC1685.06	AT2G45620.1 	9.67845e-60	62	36
SPBC1685.07c	AT5G38820.1 	6.52199e-19	72	30
SPBC1685.09	AT4G33865.1 	4.92318e-21	100	64
SPBC1685.10	AT3G61110.1 	4.76575e-43	98	78
SPBC1685.15c	AT3G49650.1 	8.52326e-84	59	37
SPBC649.02	AT3G02080.1 	9.9992e-51	93	54
SPBC354.01	AT1G72660.3 	4.08672e-157	100	61
SPBC354.02c	AT2G34250.2 	2.07223e-161	97	56
SPBC354.03	AT3G49660.1 	3.7475e-62	58	41
SPBC354.06	AT4G34620.1 	6.21501e-23	98	45
SPBC354.07c	AT5G57240.2 	1.79532e-18	79	28
SPBC354.08c	AT3G21620.1 	1.32292e-26	66	24
SPBC354.09c	AT5G19740.1 	1.97914e-61	80	30
SPBC354.12	AT1G16300.1 	3.86011e-163	97	72
SPBC354.14c	AT5G13060.1 	5.88132e-07	51	27
SPBC839.03c	AT3G12760.1 	3.30212e-25	82	33
SPBC839.04	AT4G36130.1 	3.14475e-108	92	64
SPBC839.05c	AT3G10610.1 	4.17619e-54	98	65
SPBC839.19	AT5G63440.2 	7.12706e-07	80	32
SPBC839.06	AT1G07670.1 	2.09948e-113	82	32
SPBC839.07	AT5G03455.1 	1.25924e-09	89	32
SPBC839.08c	AT3G01380.1 	2.04861e-176	97	37
SPBC839.11c	AT1G14360.1 	1.28587e-37	99	33
SPBC839.13c	AT3G24830.1 	2.12963e-61	93	56
SPBC839.14c	AT1G66680.1 	9.72682e-23	95	40
SPBC839.15c	AT5G60390.3 	0.0	95	75
SPBC839.16	AT1G50480.1 	0.0	66	61
SPBC839.17c	AT5G48570.1 	2.50571e-31	93	51
SPBC115.02c	AT4G28070.2 	9.111e-65	91	34
SPBC115.01c	AT3G61620.2 	1.57605e-10	89	25
SPBC947.15c	AT2G29990.1 	8.82023e-74	83	37
SPBC947.10	AT4G28370.1 	1.10837e-29	60	25
SPBC947.05c	AT5G49740.1 	6.43467e-14	61	24
SPBC947.02	AT4G23460.1 	0.0	85	50
SPBPJ4664.01	AT2G34630.2 	3.55504e-63	90	39
SPBPJ4664.04	AT1G62020.1 	0.0	99	45
SPBPJ4664.06	AT1G71220.2 	2.70698e-175	86	34
SPBC119.01	AT1G75990.1 	5.7981e-106	90	43
SPBC119.02	AT3G08690.2 	1.20152e-91	100	81
SPBC119.06	AT3G08950.1 	1.7332e-52	76	44
SPBC119.07	AT4G29380.1 	4.70158e-121	53	33
SPBC119.08	AT4G01370.1 	6.84047e-109	80	54
SPBC119.09c	AT5G42000.1 	5.19543e-33	75	38
SPBC119.10	AT5G10240.1 	0.0	99	55
SPBC119.11c	AT3G20420.1 	1.00936e-08	50	35
SPBC119.13c	AT1G60170.1 	5.24957e-78	90	40
SPBC119.18	AT4G33100.1 	4.54248e-07	88	32
SPBC119.15	AT4G21800.2 	4.54909e-110	80	53
SPBC119.17	AT3G19170.1 	6.7085e-121	93	31
SPBC577.03c	AT2G04845.1 	1.07716e-37	97	38
SPBC577.02	AT3G59540.1 	2.84238e-23	94	60
SPBC577.04	AT1G45233.2 	2.42091e-09	77	32
SPBC577.07	AT4G22350.1 	1.35138e-114	87	42
SPBC577.08c	AT3G04780.1 	2.43974e-27	57	38
SPBC577.10	AT1G56450.1 	8.87427e-61	83	41
SPBC577.12	AT3G04480.1 	6.62292e-105	80	41
SPBC530.01	AT2G30710.1 	8.62284e-112	74	45
SPBC530.16	AT5G20165.1 	1.17912e-22	95	58
SPBC530.06c	AT3G52140.2 	1.97806e-98	81	30
SPBC530.10c	AT4G28390.1 	2.66012e-146	95	74
SPBC530.13	AT4G19600.1 	8.30414e-16	66	29
SPBC530.14c	AT5G22840.1 	3.05247e-134	85	46
SPBC36.02c	AT5G13740.1 	2.19289e-07	66	23
SPBC36.04	AT1G55880.1 	2.79467e-73	90	44
SPBC36.05c	AT5G63110.1 	1.50051e-175	93	60
SPBC36.06c	AT4G17190.1 	3.63804e-75	97	40
SPBC36.07	AT5G13680.1 	6.77181e-42	54	29
SPBC36.09	AT5G06160.1 	5.89698e-83	100	36
SPBC36.10	AT5G13070.1 	4.53074e-23	88	34
SPBC36.12c	AT4G23570.3 	1.92807e-29	52	40
SPBC713.02c	AT5G06600.2 	3.45669e-173	95	38
SPBC713.03	AT4G36400.2 	4.76746e-161	97	49
SPBC713.04c	AT1G15440.1 	0.0	98	44
SPBC713.05	AT5G64730.1 	7.89815e-60	92	36
SPBC713.06	AT1G08130.1 	1.47274e-132	79	37
SPBC713.10	AT5G61880.2 	1.33188e-09	83	37
SPBC713.11c	AT2G38905.1 	6.86797e-13	87	56
SPBC713.12	AT1G58440.1 	3.27849e-97	93	39
SPBC216.01c	AT3G06670.1 	6.68721e-65	75	28
SPBC216.04c	AT4G21860.3 	5.13321e-51	93	55
SPBC216.05	AT5G40820.1 	3.51897e-174	70	30
SPBC216.07c	AT1G50030.1 	0.0	98	45
SPBC646.02	AT2G38770.1 	2.95662e-66	62	29
SPBC646.03	AT3G25660.1 	8.16409e-55	87	34
SPBC646.04	AT1G17980.1 	1.25769e-126	71	45
SPBC646.05c	AT4G34640.1 	2.60285e-88	70	45
SPBC646.07c	AT3G55360.1 	1.0233e-42	99	36
SPBC646.09c	AT3G57290.1 	6.28042e-98	73	44
SPBC646.10c	AT1G56110.1 	0.0	86	61
SPBC646.11	AT5G16070.1 	0.0	98	59
SPBC646.14c	AT4G29910.1 	5.41503e-18	98	28
SPBC646.16	AT5G35590.1 	5.33593e-98	97	58
SPBP35G2.02	AT2G25950.1 	3.46402e-28	90	36
SPBP35G2.05c	AT1G72710.1 	2.44658e-122	66	60
SPBP35G2.07	AT3G48560.1 	8.62269e-160	86	44
SPBP35G2.10	AT2G25170.1 	2.58304e-123	55	35
SPBC146.03c	AT5G48600.2 	3.60535e-144	52	41
SPBC146.04	AT1G49880.1 	4.1248e-10	51	25
SPBC146.06c	AT1G48360.2 	2.43349e-61	91	30
SPBC146.07	AT1G60900.1 	4.74308e-30	62	27
SPBC146.08c	AT2G40780.1 	1.83296e-09	77	31
SPBC146.09c	AT3G10390.1 	9.77857e-31	60	23
SPBC146.12	AT3G24200.1 	1.06333e-50	91	31
SPBC146.13c	AT5G43900.1 	5.51637e-144	62	36
SPBC146.14c	AT4G31490.1 	0.0	99	40
SPBC337.05c	AT3G03960.1 	1.19902e-166	94	44
SPBC337.08c	AT5G20620.1 	0.0	100	97
SPBC337.11	AT3G15090.1 	3.02988e-10	62	35
SPBC337.14	AT5G09920.1 	6.19691e-15	94	35
SPBC1734.03	AT1G69190.1 	3.42414e-82	59	40
SPBC1734.05c	AT5G22080.1 	3.38644e-22	89	39
SPBC1734.07c	AT5G16280.1 	2.95885e-16	72	23
SPBC1734.11	AT5G22060.1 	5.44378e-93	99	45
SPBC1734.12c	AT1G02145.1 	2.67499e-67	84	35
SPBC1734.13	AT2G33040.1 	2.40941e-35	87	34
SPBC1734.14c	AT2G27970.1 	5.25248e-23	78	46
SPBC1709.02c	AT1G14610.1 	0.0	85	52
SPBC1709.04c	AT2G38730.1 	8.33876e-67	97	58
SPBC1709.05	AT1G16030.1 	0.0	95	62
SPBC1709.06	AT3G49640.1 	2.69589e-56	66	34
SPBC1709.10c	AT3G56240.1 	2.65469e-07	80	43
SPBC1709.13c	AT1G01920.2 	1.56576e-15	54	31
SPBC1709.14	AT5G49570.1 	3.03733e-58	90	40
SPBC1709.15c	AT5G23880.1 	1.58567e-100	97	31
SPBC1709.16c	AT4G15093.1 	1.31993e-20	88	29
SPBC1709.17	AT3G55630.3 	5.17339e-72	92	36
SPBC1709.18	AT4G18040.1 	2.95336e-34	72	36
SPBC1709.19c	AT1G51390.1 	1.11317e-64	75	48
SPBC409.05	AT4G34210.1 	5.03303e-48	96	50
SPBC409.06	AT1G65650.1 	1.49878e-84	92	49
SPBC409.07c	AT4G29810.2 	4.05678e-60	55	38
SPBC409.10	AT3G21110.2 	2.25253e-41	93	36
SPBC409.13	AT2G44050.1 	4.05937e-22	89	37
SPBC409.14c	AT1G49400.1 	6.07712e-09	86	33
SPBC409.18	AT1G15080.1 	1.86246e-39	73	37
SPBC1306.01c	AT1G45332.1 	0.0	92	58
SPBC4.03c	AT3G44340.1 	4.63681e-122	83	34
SPBC4.04c	AT1G44900.1 	0.0	77	57
SPBC4.07c	AT4G29040.1 	0.0	93	72
SPBC725.01	AT2G30970.2 	3.42855e-142	91	50
SPBC725.04	AT5G17380.1 	1.22417e-116	96	39
SPBC725.05c	AT4G29690.1 	3.07247e-68	78	35
SPBC725.13c	AT3G12530.1 	1.67658e-25	84	38
SPBC725.15	AT3G54470.1 	1.68012e-09	73	25
SPBC651.01c	AT1G50920.1 	0.0	100	49
SPBC651.02	AT4G08790.1 	9.69758e-66	94	40
